planta_codigo,sector_codigo,sector_nombre,nivel_manual,nombre_visible,codigo_lgc,description_destino,codigo_sector_lgc,codigo_subsector_lgc,codigo_unidad_manual,nombre_unidad_manual,codigo_fuente_excel,descripcion_fuente_excel,regla_generacion
PR,DSA,DESCASCARADO ALGODÓN,UNIDAD,DSA21,PR-DSA-BTD-DSA21,BTZ_Description_04,PR-DSA-LGC-DESCASCARADO ALGOD,PR-DSA-LGC-BATIDORAS,PR-DSA-BTD-DSA21,BATIDORA Nº 21 (SUR),PR-DSA-BTD-DSA21,BATIDORA Nº 21 (SUR),UNIDAD_HOJA_BAJO_SUBSECTOR
PR,DSA,DESCASCARADO ALGODÓN,UNIDAD,DSA22,PR-DSA-BTD-DSA22,BTZ_Description_04,PR-DSA-LGC-DESCASCARADO ALGOD,PR-DSA-LGC-BATIDORAS,PR-DSA-BTD-DSA22,BATIDORA Nº 22,PR-DSA-BTD-DSA22,BATIDORA Nº 22,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,DSA,DESCASCARADO ALGODÓN,UNIDAD,DSA23,PR-DSA-BTD-DSA23,BTZ_Description_04,PR-DSA-LGC-DESCASCARADO ALGOD,PR-DSA-LGC-BATIDORAS,PR-DSA-BTD-DSA23,BATIDORA Nº 23,PR-DSA-BTD-DSA23,BATIDORA Nº 23,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,DSA,DESCASCARADO ALGODÓN,UNIDAD,DSA24,PR-DSA-BTD-DSA24,BTZ_Description_04,PR-DSA-LGC-DESCASCARADO ALGOD,PR-DSA-LGC-BATIDORAS,PR-DSA-BTD-DSA24,BATIDORA Nº 24,PR-DSA-BTD-DSA24,BATIDORA Nº 24,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,DSA,DESCASCARADO ALGODÓN,UNIDAD,DSA25,PR-DSA-BTD-DSA25,BTZ_Description_04,PR-DSA-LGC-DESCASCARADO ALGOD,PR-DSA-LGC-BATIDORAS,PR-DSA-BTD-DSA25,BATIDORA Nº 25,PR-DSA-BTD-DSA25,BATIDORA Nº 25,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,DSA,DESCASCARADO ALGODÓN,UNIDAD,DSA26,PR-DSA-BTD-DSA26,BTZ_Description_04,PR-DSA-LGC-DESCASCARADO ALGOD,PR-DSA-LGC-BATIDORAS,PR-DSA-BTD-DSA26,BATIDORA Nº 26,PR-DSA-BTD-DSA26,BATIDORA Nº 26,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,DSA,DESCASCARADO ALGODÓN,UNIDAD,DSA27,PR-DSA-BTD-DSA27,BTZ_Description_04,PR-DSA-LGC-DESCASCARADO ALGOD,PR-DSA-LGC-BATIDORAS,PR-DSA-BTD-DSA27,BATIDORA Nº 27,PR-DSA-BTD-DSA27,BATIDORA Nº 27,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,DSA,DESCASCARADO ALGODÓN,UNIDAD,DSA28,PR-DSA-BTD-DSA28,BTZ_Description_04,PR-DSA-LGC-DESCASCARADO ALGOD,PR-DSA-LGC-BATIDORAS,PR-DSA-BTD-DSA28,BATIDORA Nº 28 (NORTE),PR-DSA-BTD-DSA28,BATIDORA Nº 28 (NORTE),UNIDAD_HOJA_BAJO_SUBSECTOR
PR,DSA,DESCASCARADO ALGODÓN,SUBSECTOR,BOMBAS SOPLANTES ALGODÓN,PR-DSA-LGC-BOMBAS SOPLANTES,BTZ_Description_03,PR-DSA-LGC-DESCASCARADO ALGOD,PR-DSA-LGC-BOMBAS SOPLANTES,,,PR-DSA-LGC-BOMBAS SOPLANTES,LOGICO BOMBAS SOPLANTES ALGODÓN,SUBSECTOR_DESDE_HIJO_LGC_O_NODO_INTERMEDIO
PR,DSA,DESCASCARADO ALGODÓN,UNIDAD,SD01,PR-DSA-BMB-SD01,BTZ_Description_04,PR-DSA-LGC-DESCASCARADO ALGOD,PR-DSA-LGC-BOMBAS SOPLANTES,PR-DSA-BMB-SD01,BOMBA SOPLANTE Nº 1,PR-DSA-BMB-SD01,BOMBA SOPLANTE Nº 1,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,DSA,DESCASCARADO ALGODÓN,UNIDAD,SD02,PR-DSA-BMB-SD02,BTZ_Description_04,PR-DSA-LGC-DESCASCARADO ALGOD,PR-DSA-LGC-BOMBAS SOPLANTES,PR-DSA-BMB-SD02,BOMBA SOPLANTE Nº 2,PR-DSA-BMB-SD02,BOMBA SOPLANTE Nº 2,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,DSA,DESCASCARADO ALGODÓN,SUBSECTOR,CINTAS TRANSPORTADORAS,PR-DSA-LGC-CINTAS TRANSPORTAD,BTZ_Description_03,PR-DSA-LGC-DESCASCARADO ALGOD,PR-DSA-LGC-CINTAS TRANSPORTAD,,,PR-DSA-LGC-CINTAS TRANSPORTAD,LOGICO CINTAS TRANSPORTADORAS,SUBSECTOR_DESDE_HIJO_LGC_O_NODO_INTERMEDIO
PR,DSA,DESCASCARADO ALGODÓN,UNIDAD,T027,PR-DSA-CNT-T027,BTZ_Description_04,PR-DSA-LGC-DESCASCARADO ALGOD,PR-DSA-LGC-CINTAS TRANSPORTAD,PR-DSA-CNT-T027,CINTA TRANSP. T-027,PR-DSA-CNT-T027,CINTA TRANSP. T-027,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,DSA,DESCASCARADO ALGODÓN,UNIDAD,T039,PR-DSA-CNT-T039,BTZ_Description_04,PR-DSA-LGC-DESCASCARADO ALGOD,PR-DSA-LGC-CINTAS TRANSPORTAD,PR-DSA-CNT-T039,CINTA TRANSP. T-039 <1ER. TRAMO>,PR-DSA-CNT-T039,CINTA TRANSP. T-039 <1ER. TRAMO>,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,DSA,DESCASCARADO ALGODÓN,UNIDAD,T045,PR-DSA-CNT-T045,BTZ_Description_04,PR-DSA-LGC-DESCASCARADO ALGOD,PR-DSA-LGC-CINTAS TRANSPORTAD,PR-DSA-CNT-T045,CINTA TRANSP. T-045,PR-DSA-CNT-T045,CINTA TRANSP. T-045,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,DSA,DESCASCARADO ALGODÓN,SUBSECTOR,DESCASCARADORAS ALGODÓN,PR-DSA-LGC-DESCASCARADORAS ALG,BTZ_Description_03,PR-DSA-LGC-DESCASCARADO ALGOD,PR-DSA-LGC-DESCASCARADORAS ALG,,,PR-DSA-LGC-DESCASCARADORAS ALG,LOGICO DESCASCARADORAS ALGODÓN,SUBSECTOR_DESDE_HIJO_LGC_O_NODO_INTERMEDIO
PR,DSA,DESCASCARADO ALGODÓN,SUBSECTOR,REDLERS ALGODÓN,PR-DSA-LGC-REDLERS,BTZ_Description_03,PR-DSA-LGC-DESCASCARADO ALGOD,PR-DSA-LGC-REDLERS,,,PR-DSA-LGC-REDLERS,LOGICO REDLERS ALGODÓN,SUBSECTOR_DESDE_HIJO_LGC_O_NODO_INTERMEDIO
PR,DSA,DESCASCARADO ALGODÓN,UNIDAD,T030,PR-DSA-RDL-T030,BTZ_Description_04,PR-DSA-LGC-DESCASCARADO ALGOD,PR-DSA-LGC-REDLERS,PR-DSA-RDL-T030,REDLER T-030,PR-DSA-RDL-T030,REDLER T-030,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,DSA,DESCASCARADO ALGODÓN,UNIDAD,T035,PR-DSA-RDL-T035,BTZ_Description_04,PR-DSA-LGC-DESCASCARADO ALGOD,PR-DSA-LGC-REDLERS,PR-DSA-RDL-T035,REDLER T-035,PR-DSA-RDL-T035,REDLER T-035,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,DSA,DESCASCARADO ALGODÓN,UNIDAD,T040,PR-DSA-RDL-T040,BTZ_Description_04,PR-DSA-LGC-DESCASCARADO ALGOD,PR-DSA-LGC-REDLERS,PR-DSA-RDL-T040,REDLER T-040,PR-DSA-RDL-T040,REDLER T-040,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,DSA,DESCASCARADO ALGODÓN,UNIDAD,T041,PR-DSA-RDL-T041,BTZ_Description_04,PR-DSA-LGC-DESCASCARADO ALGOD,PR-DSA-LGC-REDLERS,PR-DSA-RDL-T041,"REDLER T-041 ""Z""",PR-DSA-RDL-T041,"REDLER T-041 ""Z""",UNIDAD_HOJA_BAJO_SUBSECTOR
PR,DSA,DESCASCARADO ALGODÓN,UNIDAD,T046,PR-DSA-RDL-T046,BTZ_Description_04,PR-DSA-LGC-DESCASCARADO ALGOD,PR-DSA-LGC-REDLERS,PR-DSA-RDL-T046,REDLER T-046,PR-DSA-RDL-T046,REDLER T-046,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,DSA,DESCASCARADO ALGODÓN,SUBSECTOR,ROSCAS ALGODÓN,PR-DSA-LGC-ROSCAS,BTZ_Description_03,PR-DSA-LGC-DESCASCARADO ALGOD,PR-DSA-LGC-ROSCAS,,,PR-DSA-LGC-ROSCAS,LOGICO ROSCAS ALGODÓN,SUBSECTOR_DESDE_HIJO_LGC_O_NODO_INTERMEDIO
PR,DSA,DESCASCARADO ALGODÓN,UNIDAD,T028,PR-DSA-RSC-T028,BTZ_Description_04,PR-DSA-LGC-DESCASCARADO ALGOD,PR-DSA-LGC-ROSCAS,PR-DSA-RSC-T028,ROSCA T-028,PR-DSA-RSC-T028,ROSCA T-028,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,DSA,DESCASCARADO ALGODÓN,UNIDAD,T029/1,PR-DSA-RSC-T029/1,BTZ_Description_04,PR-DSA-LGC-DESCASCARADO ALGOD,PR-DSA-LGC-ROSCAS,PR-DSA-RSC-T029/1,ROSCA T-029/1,PR-DSA-RSC-T029/1,ROSCA T-029/1,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,DSA,DESCASCARADO ALGODÓN,UNIDAD,T029/2,PR-DSA-RSC-T029/2,BTZ_Description_04,PR-DSA-LGC-DESCASCARADO ALGOD,PR-DSA-LGC-ROSCAS,PR-DSA-RSC-T029/2,ROSCA T-029/2,PR-DSA-RSC-T029/2,ROSCA T-029/2,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,DSA,DESCASCARADO ALGODÓN,UNIDAD,T031,PR-DSA-RSC-T031,BTZ_Description_04,PR-DSA-LGC-DESCASCARADO ALGOD,PR-DSA-LGC-ROSCAS,PR-DSA-RSC-T031,ROSCA T-031,PR-DSA-RSC-T031,ROSCA T-031,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,DSA,DESCASCARADO ALGODÓN,UNIDAD,T032,PR-DSA-RSC-T032,BTZ_Description_04,PR-DSA-LGC-DESCASCARADO ALGOD,PR-DSA-LGC-ROSCAS,PR-DSA-RSC-T032,ROSCA T-032,PR-DSA-RSC-T032,ROSCA T-032,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,DSA,DESCASCARADO ALGODÓN,UNIDAD,T033,PR-DSA-RSC-T033,BTZ_Description_04,PR-DSA-LGC-DESCASCARADO ALGOD,PR-DSA-LGC-ROSCAS,PR-DSA-RSC-T033,ROSCA T-033,PR-DSA-RSC-T033,ROSCA T-033,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,DSA,DESCASCARADO ALGODÓN,UNIDAD,T034,PR-DSA-RSC-T034,BTZ_Description_04,PR-DSA-LGC-DESCASCARADO ALGOD,PR-DSA-LGC-ROSCAS,PR-DSA-RSC-T034,ROSCA T-034,PR-DSA-RSC-T034,ROSCA T-034,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,DSA,DESCASCARADO ALGODÓN,UNIDAD,T036,PR-DSA-RSC-T036,BTZ_Description_04,PR-DSA-LGC-DESCASCARADO ALGOD,PR-DSA-LGC-ROSCAS,PR-DSA-RSC-T036,ROSCA T-036,PR-DSA-RSC-T036,ROSCA T-036,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,DSA,DESCASCARADO ALGODÓN,UNIDAD,T038,PR-DSA-RSC-T038,BTZ_Description_04,PR-DSA-LGC-DESCASCARADO ALGOD,PR-DSA-LGC-ROSCAS,PR-DSA-RSC-T038,ROSCA T-038,PR-DSA-RSC-T038,ROSCA T-038,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,DSA,DESCASCARADO ALGODÓN,UNIDAD,T042,PR-DSA-RSC-T042,BTZ_Description_04,PR-DSA-LGC-DESCASCARADO ALGOD,PR-DSA-LGC-ROSCAS,PR-DSA-RSC-T042,ROSCA T-042,PR-DSA-RSC-T042,ROSCA T-042,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,DSA,DESCASCARADO ALGODÓN,UNIDAD,T043,PR-DSA-RSC-T043,BTZ_Description_04,PR-DSA-LGC-DESCASCARADO ALGOD,PR-DSA-LGC-ROSCAS,PR-DSA-RSC-T043,ROSCA T-043,PR-DSA-RSC-T043,ROSCA T-043,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,DSA,DESCASCARADO ALGODÓN,UNIDAD,T044,PR-DSA-RSC-T044,BTZ_Description_04,PR-DSA-LGC-DESCASCARADO ALGOD,PR-DSA-LGC-ROSCAS,PR-DSA-RSC-T044,ROSCA T-044 (2º TRAMO) CASCARA,PR-DSA-RSC-T044,ROSCA T-044 (2º TRAMO) CASCARA,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,DSA,DESCASCARADO ALGODÓN,UNIDAD,T044B,PR-DSA-RSC-T044B,BTZ_Description_04,PR-DSA-LGC-DESCASCARADO ALGOD,PR-DSA-LGC-ROSCAS,PR-DSA-RSC-T044B,ROSCA T-044B,PR-DSA-RSC-T044B,ROSCA T-044B,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,DSA,DESCASCARADO ALGODÓN,UNIDAD,T044C,PR-DSA-RSC-T044C,BTZ_Description_04,PR-DSA-LGC-DESCASCARADO ALGOD,PR-DSA-LGC-ROSCAS,PR-DSA-RSC-T044C,ROSCA T-044C,PR-DSA-RSC-T044C,ROSCA T-044C,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,DSA,DESCASCARADO ALGODÓN,SUBSECTOR,SISTEMA DE ASPIRACION DESCASCARADO,PR-DSA-LGC-SISTEMA DE ASPIRACION DESCASCARADO,BTZ_Description_03,PR-DSA-LGC-DESCASCARADO ALGOD,PR-DSA-LGC-SISTEMA DE ASPIRACION DESCASCARADO,,,PR-DSA-SAP-DSC,SISTEMA DE ASPIRACION DESCASCARADO,SUBSECTOR_DESDE_HIJO_LGC_O_NODO_INTERMEDIO
PR,DSA,DESCASCARADO ALGODÓN,UNIDAD,CAS1,PR-DSA-VLV-CAS1,BTZ_Description_04,PR-DSA-LGC-DESCASCARADO ALGOD,PR-DSA-LGC-SISTEMA DE ASPIRACION DESCASCARADO,PR-DSA-VLV-CAS1,VALVULA ROTATIVA Nº 1,PR-DSA-VLV-CAS1,VALVULA ROTATIVA Nº 1,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,DSA,DESCASCARADO ALGODÓN,UNIDAD,CAS2,PR-DSA-VLV-CAS2,BTZ_Description_04,PR-DSA-LGC-DESCASCARADO ALGOD,PR-DSA-LGC-SISTEMA DE ASPIRACION DESCASCARADO,PR-DSA-VLV-CAS2,VALVULA ROTATIVA Nº 2,PR-DSA-VLV-CAS2,VALVULA ROTATIVA Nº 2,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,DSA,DESCASCARADO ALGODÓN,UNIDAD,DSC01,PR-DSA-VNT-DSC01,BTZ_Description_04,PR-DSA-LGC-DESCASCARADO ALGOD,PR-DSA-LGC-SISTEMA DE ASPIRACION DESCASCARADO,PR-DSA-VNT-DSC01,VENTILADOR DESCASCARADO Nº 1 <S>,PR-DSA-VNT-DSC01,VENTILADOR DESCASCARADO Nº 1 <S>,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,DSA,DESCASCARADO ALGODÓN,UNIDAD,DSC02,PR-DSA-VNT-DSC02,BTZ_Description_04,PR-DSA-LGC-DESCASCARADO ALGOD,PR-DSA-LGC-SISTEMA DE ASPIRACION DESCASCARADO,PR-DSA-VNT-DSC02,VENTILADOR DESCASCARADO Nº 2,PR-DSA-VNT-DSC02,VENTILADOR DESCASCARADO Nº 2,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,DSA,DESCASCARADO ALGODÓN,UNIDAD,DSC03,PR-DSA-VNT-DSC03,BTZ_Description_04,PR-DSA-LGC-DESCASCARADO ALGOD,PR-DSA-LGC-SISTEMA DE ASPIRACION DESCASCARADO,PR-DSA-VNT-DSC03,VENTILADOR DESCASCARADO Nº 3,PR-DSA-VNT-DSC03,VENTILADOR DESCASCARADO Nº 3,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,DSA,DESCASCARADO ALGODÓN,UNIDAD,DSC04,PR-DSA-VNT-DSC04,BTZ_Description_04,PR-DSA-LGC-DESCASCARADO ALGOD,PR-DSA-LGC-SISTEMA DE ASPIRACION DESCASCARADO,PR-DSA-VNT-DSC04,VENTILADOR DESCASCARADO Nº 4,PR-DSA-VNT-DSC04,VENTILADOR DESCASCARADO Nº 4,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,DSA,DESCASCARADO ALGODÓN,UNIDAD,DSC05,PR-DSA-VNT-DSC05,BTZ_Description_04,PR-DSA-LGC-DESCASCARADO ALGOD,PR-DSA-LGC-SISTEMA DE ASPIRACION DESCASCARADO,PR-DSA-VNT-DSC05,VENTILADOR DESCASCARADO Nº 5,PR-DSA-VNT-DSC05,VENTILADOR DESCASCARADO Nº 5,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,DSA,DESCASCARADO ALGODÓN,UNIDAD,DSC06,PR-DSA-VNT-DSC06,BTZ_Description_04,PR-DSA-LGC-DESCASCARADO ALGOD,PR-DSA-LGC-SISTEMA DE ASPIRACION DESCASCARADO,PR-DSA-VNT-DSC06,VENTILADOR DESCASCARADO Nº 6,PR-DSA-VNT-DSC06,VENTILADOR DESCASCARADO Nº 6,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,DSA,DESCASCARADO ALGODÓN,UNIDAD,DSC07,PR-DSA-VNT-DSC07,BTZ_Description_04,PR-DSA-LGC-DESCASCARADO ALGOD,PR-DSA-LGC-SISTEMA DE ASPIRACION DESCASCARADO,PR-DSA-VNT-DSC07,VENTILADOR DESCASCARADO Nº 7,PR-DSA-VNT-DSC07,VENTILADOR DESCASCARADO Nº 7,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,DSA,DESCASCARADO ALGODÓN,UNIDAD,DSC08,PR-DSA-VNT-DSC08,BTZ_Description_04,PR-DSA-LGC-DESCASCARADO ALGOD,PR-DSA-LGC-SISTEMA DE ASPIRACION DESCASCARADO,PR-DSA-VNT-DSC08,VENTILADOR DESCASCARADO Nº 8 <N>,PR-DSA-VNT-DSC08,VENTILADOR DESCASCARADO Nº 8 <N>,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,DSA,DESCASCARADO ALGODÓN,SUBSECTOR,GENERAL,PR-DSA-LGC-GENERAL,BTZ_Description_03,PR-DSA-LGC-DESCASCARADO ALGOD,PR-DSA-LGC-GENERAL,,,PR-DSA-LGC-DESCASCARADO ALGOD,SUBSECTOR SINTETICO PARA HOJAS DIRECTAS DEL SECTOR,SUBSECTOR_SINTETICO_GENERAL
PR,DSA,DESCASCARADO ALGODÓN,UNIDAD,T037,PR-DSA-NOR-T037,BTZ_Description_04,PR-DSA-LGC-DESCASCARADO ALGOD,PR-DSA-LGC-GENERAL,PR-DSA-NOR-T037,NORIA T-037,PR-DSA-NOR-T037,NORIA T-037,UNIDAD_HOJA_DIRECTA_BAJO_SECTOR
PR,PLYSP,PLAYA Y SUBPRODUCTO,SECTOR,PLAYA Y SUBPRODUCTO,PR-PLYSP-LGC-PLAYA Y SUB,BTZ_Description_02,PR-PLYSP-LGC-PLAYA Y SUB,,,,PR-PLYSP-LGC-PLAYA Y SUB,LOGICO PLAYA Y SUBPRODUCTO,SECTOR_DESDE_RAIZ_PR
PR,PLYSP,PLAYA Y SUBPRODUCTO,SUBSECTOR,REDLERS,PR-PLYSP-LGC-REDLERS,BTZ_Description_03,PR-PLYSP-LGC-PLAYA Y SUB,PR-PLYSP-LGC-REDLERS,,,PR-PLYSP-LGC-REDLERS,LOGICO REDLERS,SUBSECTOR_DESDE_HIJO_LGC_O_NODO_INTERMEDIO
PR,PLYSP,PLAYA Y SUBPRODUCTO,UNIDAD,10A,PR-PLYSP-RDL-10A,BTZ_Description_04,PR-PLYSP-LGC-PLAYA Y SUB,PR-PLYSP-LGC-REDLERS,PR-PLYSP-RDL-10A,REDLER 10A,PR-PLYSP-RDL-10A,REDLER 10A,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,PLYSP,PLAYA Y SUBPRODUCTO,UNIDAD,10B,PR-PLYSP-RDL-10B,BTZ_Description_04,PR-PLYSP-LGC-PLAYA Y SUB,PR-PLYSP-LGC-REDLERS,PR-PLYSP-RDL-10B,REDLER 10B,PR-PLYSP-RDL-10B,REDLER 10B,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,PLYSP,PLAYA Y SUBPRODUCTO,UNIDAD,10C,PR-PLYSP-RDL-10C,BTZ_Description_04,PR-PLYSP-LGC-PLAYA Y SUB,PR-PLYSP-LGC-REDLERS,PR-PLYSP-RDL-10C,REDLER 10C SUP.,PR-PLYSP-RDL-10C,REDLER 10C SUP.,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,PLYSP,PLAYA Y SUBPRODUCTO,UNIDAD,10D,PR-PLYSP-RDL-10D,BTZ_Description_04,PR-PLYSP-LGC-PLAYA Y SUB,PR-PLYSP-LGC-REDLERS,PR-PLYSP-RDL-10D,REDLER 10D SUP.,PR-PLYSP-RDL-10D,REDLER 10D SUP.,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,PLYSP,PLAYA Y SUBPRODUCTO,UNIDAD,10E,PR-PLYSP-RDL-10E,BTZ_Description_04,PR-PLYSP-LGC-PLAYA Y SUB,PR-PLYSP-LGC-REDLERS,PR-PLYSP-RDL-10E,REDLER 10E NORTE,PR-PLYSP-RDL-10E,REDLER 10E NORTE,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,PLYSP,PLAYA Y SUBPRODUCTO,UNIDAD,R11/1,PR-PLYSP-RDL-R11/1,BTZ_Description_04,PR-PLYSP-LGC-PLAYA Y SUB,PR-PLYSP-LGC-REDLERS,PR-PLYSP-RDL-R11/1,REDLER PUENTE 11.1,PR-PLYSP-RDL-R11/1,REDLER PUENTE 11.1,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,PLYSP,PLAYA Y SUBPRODUCTO,UNIDAD,R1C,PR-PLYSP-RDL-R1C,BTZ_Description_04,PR-PLYSP-LGC-PLAYA Y SUB,PR-PLYSP-LGC-REDLERS,PR-PLYSP-RDL-R1C,REDLER 1C,PR-PLYSP-RDL-R1C,REDLER 1C,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,PLYSP,PLAYA Y SUBPRODUCTO,UNIDAD,R1D,PR-PLYSP-RDL-R1D,BTZ_Description_04,PR-PLYSP-LGC-PLAYA Y SUB,PR-PLYSP-LGC-REDLERS,PR-PLYSP-RDL-R1D,REDLER 1D INF.,PR-PLYSP-RDL-R1D,REDLER 1D INF.,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,PLYSP,PLAYA Y SUBPRODUCTO,UNIDAD,R1E,PR-PLYSP-RDL-R1E,BTZ_Description_04,PR-PLYSP-LGC-PLAYA Y SUB,PR-PLYSP-LGC-REDLERS,PR-PLYSP-RDL-R1E,REDLER 1E INF.,PR-PLYSP-RDL-R1E,REDLER 1E INF.,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,PLYSP,PLAYA Y SUBPRODUCTO,UNIDAD,R1F,PR-PLYSP-RDL-R1F,BTZ_Description_04,PR-PLYSP-LGC-PLAYA Y SUB,PR-PLYSP-LGC-REDLERS,PR-PLYSP-RDL-R1F,REDLER 1F CORTO,PR-PLYSP-RDL-R1F,REDLER 1F CORTO,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,PLYSP,PLAYA Y SUBPRODUCTO,UNIDAD,R1G,PR-PLYSP-RDL-R1G,BTZ_Description_04,PR-PLYSP-LGC-PLAYA Y SUB,PR-PLYSP-LGC-REDLERS,PR-PLYSP-RDL-R1G,REDLER 1G SUR,PR-PLYSP-RDL-R1G,REDLER 1G SUR,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,PLYSP,PLAYA Y SUBPRODUCTO,UNIDAD,RNS10,PR-PLYSP-RDL-RNS10,BTZ_Description_04,PR-PLYSP-LGC-PLAYA Y SUB,PR-PLYSP-LGC-REDLERS,PR-PLYSP-RDL-RNS10,REDLER SOBRE TOLVAS NRA S-10,PR-PLYSP-RDL-RNS10,REDLER SOBRE TOLVAS NRA S-10,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,PLYSP,PLAYA Y SUBPRODUCTO,UNIDAD,RS8/9,PR-PLYSP-RDL-RS8/9,BTZ_Description_04,PR-PLYSP-LGC-PLAYA Y SUB,PR-PLYSP-LGC-REDLERS,PR-PLYSP-RDL-RS8/9,REDLER RS-8 Y 9 <A SILO 8 Y 9>,PR-PLYSP-RDL-RS8/9,REDLER RS-8 Y 9 <A SILO 8 Y 9>,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,PLYSP,PLAYA Y SUBPRODUCTO,UNIDAD,RSS11/1,PR-PLYSP-RDL-RSS11/1,BTZ_Description_04,PR-PLYSP-LGC-PLAYA Y SUB,PR-PLYSP-LGC-REDLERS,PR-PLYSP-RDL-RSS11/1,REDLER SUR RSS-11/1,PR-PLYSP-RDL-RSS11/1,REDLER SUR RSS-11/1,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,PLYSP,PLAYA Y SUBPRODUCTO,UNIDAD,RSS11/2,PR-PLYSP-RDL-RSS11/2,BTZ_Description_04,PR-PLYSP-LGC-PLAYA Y SUB,PR-PLYSP-LGC-REDLERS,PR-PLYSP-RDL-RSS11/2,REDLER CENTRAL RSS-11/2,PR-PLYSP-RDL-RSS11/2,REDLER CENTRAL RSS-11/2,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,PLYSP,PLAYA Y SUBPRODUCTO,UNIDAD,RSS11/3,PR-PLYSP-RDL-RSS11/3,BTZ_Description_04,PR-PLYSP-LGC-PLAYA Y SUB,PR-PLYSP-LGC-REDLERS,PR-PLYSP-RDL-RSS11/3,REDLER NORTE RSS-11/3,PR-PLYSP-RDL-RSS11/3,REDLER NORTE RSS-11/3,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,PLYSP,PLAYA Y SUBPRODUCTO,UNIDAD,RSS11/4,PR-PLYSP-RDL-RSS11/4,BTZ_Description_04,PR-PLYSP-LGC-PLAYA Y SUB,PR-PLYSP-LGC-REDLERS,PR-PLYSP-RDL-RSS11/4,REDLER NORTE RSS-11/4,PR-PLYSP-RDL-RSS11/4,REDLER NORTE RSS-11/4,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,PLYSP,PLAYA Y SUBPRODUCTO,SUBSECTOR,ROSCAS,PR-PLYSP-LGC-ROSCAS,BTZ_Description_03,PR-PLYSP-LGC-PLAYA Y SUB,PR-PLYSP-LGC-ROSCAS,,,PR-PLYSP-LGC-ROSCAS,LOGICO ROSCAS,SUBSECTOR_DESDE_HIJO_LGC_O_NODO_INTERMEDIO
PR,PLYSP,PLAYA Y SUBPRODUCTO,UNIDAD,1F/A,PR-PLYSP-RSC-1F/A,BTZ_Description_04,PR-PLYSP-LGC-PLAYA Y SUB,PR-PLYSP-LGC-ROSCAS,PR-PLYSP-RSC-1F/A,ROSCA-1F/A,PR-PLYSP-RSC-1F/A,ROSCA-1F/A,UNIDAD_HOJA_BAJO_SUBSECTOR
